epoch,loss,mse,val_loss,val_mse
0,0.2554991543292999,0.25549909472465515,0.14896370470523834,0.14896368980407715
1,0.2101251482963562,0.21012523770332336,0.15134195983409882,0.15134195983409882
2,0.20071245729923248,0.2007124423980713,0.14353038370609283,0.14353038370609283
3,0.19169285893440247,0.19169284403324127,0.13926388323307037,0.13926389813423157
4,0.1838914304971695,0.18389146029949188,0.1347159743309021,0.1347159743309021
5,0.17517367005348206,0.17517362534999847,0.13256247341632843,0.13256245851516724
6,0.17033395171165466,0.17033395171165466,0.12919965386390686,0.12919966876506805
7,0.163766011595726,0.1637660264968872,0.11967620998620987,0.11967620998620987
8,0.15769340097904205,0.15769341588020325,0.11491180211305618,0.11491180211305618
9,0.15439145267009735,0.15439146757125854,0.11167765408754349,0.11167764663696289
10,0.14851978421211243,0.1485198438167572,0.108864925801754,0.1088649183511734
11,0.14446298778057098,0.14446301758289337,0.10731451958417892,0.10731451958417892
12,0.1407688409090042,0.14076882600784302,0.10549874603748322,0.10549873858690262
13,0.13753226399421692,0.13753224909305573,0.1018393486738205,0.10183935612440109
14,0.13491033017635345,0.13491034507751465,0.09963908791542053,0.09963909536600113
15,0.13164006173610687,0.13164007663726807,0.09902071952819824,0.09902071207761765
16,0.12827758491039276,0.12827759981155396,0.09664227813482285,0.09664228558540344
17,0.12701354920864105,0.12701354920864105,0.09659020602703094,0.09659020602703094
18,0.12465814501047134,0.12465821206569672,0.09410397708415985,0.09410397708415985
19,0.1218206062912941,0.1218205913901329,0.09348868578672409,0.09348868578672409
20,0.11973860114812851,0.11973858624696732,0.09135889261960983,0.09135889261960983
21,0.11775325238704681,0.11775326728820801,0.09073735773563385,0.09073735773563385
22,0.11693894118070602,0.11693896353244781,0.09149051457643509,0.09149052947759628
23,0.1131419911980629,0.1131419688463211,0.08817601203918457,0.08817601948976517
24,0.11043394356966019,0.11043398082256317,0.08736700564622879,0.08736701309680939
25,0.11036790162324905,0.11036792397499084,0.08600324392318726,0.08600323647260666
26,0.10722489655017853,0.10722489655017853,0.08485649526119232,0.08485649526119232
27,0.10516346991062164,0.10516343265771866,0.08383411914110184,0.08383413404226303
28,0.10358712822198868,0.10358715802431107,0.08306396007537842,0.08306396007537842
29,0.10140606760978699,0.10140608996152878,0.08207673579454422,0.08207672834396362
30,0.10157457739114761,0.1015746220946312,0.08220334351062775,0.08220333606004715
31,0.09897814691066742,0.09897812455892563,0.08043455332517624,0.08043454587459564
32,0.09706369042396545,0.09706368297338486,0.07959152013063431,0.07959152013063431
33,0.09558513760566711,0.09558514505624771,0.07941489666700363,0.07941489666700363
34,0.0954606682062149,0.09546066075563431,0.07836150377988815,0.07836149632930756
35,0.09319979697465897,0.09319978952407837,0.07693472504615784,0.07693472504615784
36,0.09124755859375,0.0912475511431694,0.07637515664100647,0.07637514919042587
37,0.09409796446561813,0.09409794956445694,0.07772629708051682,0.07772629708051682
38,0.09550613164901733,0.09550611674785614,0.07545681297779083,0.07545681297779083
39,0.08842922747135162,0.08842921257019043,0.07468852400779724,0.07468850910663605
40,0.08700728416442871,0.08700727671384811,0.0736391469836235,0.0736391469836235
41,0.08558821678161621,0.08558820933103561,0.07308933883905411,0.0730893462896347
42,0.08420989662408829,0.08420989662408829,0.07339411973953247,0.07339411973953247
43,0.08323025703430176,0.08323023468255997,0.0717325285077095,0.0717325285077095
44,0.08285479247570038,0.08285477012395859,0.07156406342983246,0.07156404852867126
45,0.08245346695184708,0.08245345950126648,0.0711691677570343,0.0711691752076149
46,0.08066431432962418,0.08066431432962418,0.07009466737508774,0.07009466737508774
47,0.07892007380723953,0.07892007380723953,0.07089650630950928,0.07089651376008987
48,0.0787089541554451,0.0787089467048645,0.06947511434555054,0.06947511434555054
49,0.07732865959405899,0.07732868939638138,0.06875758618116379,0.06875757873058319
50,0.07719702273607254,0.07719703018665314,0.06861025840044022,0.06861025840044022
51,0.07559655606746674,0.07559657096862793,0.06788472086191177,0.06788471341133118
52,0.07433135062456131,0.07433134317398071,0.06747443228960037,0.06747443228960037
53,0.07380426675081253,0.07380427420139313,0.06690479069948196,0.06690479815006256
54,0.07550065219402313,0.07550064474344254,0.06793975085020065,0.06793974339962006
55,0.07556331157684326,0.07556329667568207,0.06648404151201248,0.06648404151201248
56,0.07129547744989395,0.07129549980163574,0.06611419469118118,0.06611419469118118
57,0.07098758965730667,0.07098758965730667,0.06599651277065277,0.06599650532007217
58,0.06982415914535522,0.06982417404651642,0.06571534276008606,0.06571534276008606
59,0.07136096060276031,0.07136095315217972,0.06486343592405319,0.06486345082521439
60,0.06826332956552505,0.06826332211494446,0.06468354910612106,0.06468354165554047
61,0.06759119778871536,0.06759120523929596,0.06432302296161652,0.06432302296161652
62,0.06845977157354355,0.06845978647470474,0.06436025351285934,0.06436024606227875
63,0.06798473745584488,0.06798474490642548,0.0639379695057869,0.0639379695057869
64,0.06639134883880615,0.06639136373996735,0.06339159607887268,0.06339159607887268
65,0.0651031881570816,0.06510317325592041,0.06292620301246643,0.06292620301246643
66,0.06439279764890671,0.0643928200006485,0.06277165561914444,0.06277166306972504
67,0.063469797372818,0.063469797372818,0.06363966315984726,0.06363966315984726
68,0.06484149396419525,0.06484150886535645,0.0624043308198452,0.0624043308198452
