epoch,loss,mse,val_loss,val_mse
0,0.2666967809200287,0.2666967809200287,0.1435828059911728,0.1435827761888504
1,0.21423976123332977,0.21423980593681335,0.14036598801612854,0.14036598801612854
2,0.20308643579483032,0.20308634638786316,0.14039050042629242,0.14039050042629242
3,0.1966591477394104,0.196659117937088,0.13440626859664917,0.13440626859664917
4,0.18734170496463776,0.18734166026115417,0.12482757866382599,0.12482757866382599
5,0.17921893298625946,0.17921893298625946,0.12375371158123016,0.12375370413064957
6,0.17303642630577087,0.1730363667011261,0.11892299354076385,0.11892297863960266
7,0.16666531562805176,0.16666533052921295,0.11857063323259354,0.11857061833143234
8,0.16005603969097137,0.16005603969097137,0.1128385066986084,0.1128384992480278
9,0.15519733726978302,0.1551973968744278,0.11146679520606995,0.11146681010723114
10,0.15068061649799347,0.15068063139915466,0.10916976630687714,0.10916976630687714
11,0.1466892510652542,0.14668920636177063,0.1066347286105156,0.1066347286105156
12,0.14300772547721863,0.14300769567489624,0.106385737657547,0.1063857302069664
13,0.14008569717407227,0.14008572697639465,0.10230324417352676,0.10230324417352676
14,0.13673937320709229,0.13673938810825348,0.10040061175823212,0.10040061175823212
15,0.13458743691444397,0.13458740711212158,0.10020454227924347,0.10020454972982407
16,0.13154125213623047,0.1315412074327469,0.0971720963716507,0.09717210382223129
17,0.12847283482551575,0.12847280502319336,0.09585151076316833,0.09585150331258774
18,0.1264549195766449,0.1264549046754837,0.09509294480085373,0.09509295225143433
19,0.12344791740179062,0.12344788759946823,0.09389889240264893,0.09389889240264893
20,0.12282033264636993,0.12282033264636993,0.09399067610502243,0.09399066865444183
21,0.11954061686992645,0.11954063177108765,0.09096869826316833,0.09096868336200714
22,0.11797977238893509,0.11797979474067688,0.08963021636009216,0.08963021636009216
23,0.11532940715551376,0.11532939225435257,0.0887543112039566,0.0887543186545372
24,0.11370240896940231,0.11370237171649933,0.08734835684299469,0.08734835684299469
25,0.1120501160621643,0.11205010861158371,0.08632219582796097,0.08632220327854156
26,0.10998459160327911,0.10998456180095673,0.08451589941978455,0.08451588451862335
27,0.11341746151447296,0.11341747641563416,0.09401407092809677,0.09401407837867737
28,0.10954318195581436,0.10954316705465317,0.08340007066726685,0.08340007066726685
29,0.10532618314027786,0.10532616823911667,0.08178737759590149,0.08178737759590149
30,0.10303105413913727,0.10303107649087906,0.08079037070274353,0.08079037815332413
31,0.10194344818592072,0.10194345563650131,0.07955314218997955,0.07955314218997955
32,0.10086612403392792,0.10086612403392792,0.07866908609867096,0.07866909354925156
33,0.09932062029838562,0.09932062774896622,0.0783843919634819,0.0783843994140625
34,0.09808190912008286,0.09808187186717987,0.07681000232696533,0.07681000232696533
35,0.0959160178899765,0.0959160178899765,0.0755658745765686,0.0755658894777298
36,0.09413864463567734,0.09413862973451614,0.0756651759147644,0.0756651759147644
37,0.0929349735379219,0.09293494373559952,0.07489990442991257,0.07489990442991257
38,0.09598271548748016,0.09598271548748016,0.07454817742109299,0.07454817742109299
39,0.09117132425308228,0.09117131680250168,0.07266637682914734,0.07266638427972794
40,0.08910918980836868,0.08910918980836868,0.07265333086252213,0.07265333831310272
41,0.08804947137832642,0.08804946392774582,0.07206207513809204,0.07206206768751144
42,0.0867576152086258,0.0867576077580452,0.07073881477117538,0.07073880732059479
43,0.08573053032159805,0.08573053032159805,0.0707119032740593,0.07071191072463989
44,0.08609430491924286,0.08609433472156525,0.06992092728614807,0.06992092728614807
45,0.08669239282608032,0.08669236302375793,0.07237671315670013,0.07237672060728073
46,0.08426514267921448,0.08426512032747269,0.07206027954816818,0.07206027954816818
47,0.08257122337818146,0.08257123082876205,0.06787384301424026,0.06787383556365967
48,0.08036796003580093,0.08036795258522034,0.06794556230306625,0.06794556230306625
49,0.0790751576423645,0.0790751725435257,0.06614461541175842,0.06614462286233902
50,0.07824578881263733,0.07824581116437912,0.06679204106330872,0.06679203361272812
51,0.07900118827819824,0.07900118827819824,0.06726887077093124,0.06726887077093124
52,0.07696717977523804,0.07696714997291565,0.06592179089784622,0.06592179089784622
53,0.07593251019716263,0.07593249529600143,0.06441711634397507,0.06441710144281387
54,0.07493846863508224,0.07493846863508224,0.06477344781160355,0.06477345526218414
55,0.0740802139043808,0.0740802064538002,0.0642903745174408,0.06429038196802139
56,0.07363052666187286,0.07363051921129227,0.06413411349058151,0.06413410604000092
57,0.07239904254674911,0.07239904999732971,0.06367246806621552,0.06367246806621552
58,0.07160072028636932,0.07160069793462753,0.06332343071699142,0.06332343816757202
59,0.0703803151845932,0.0703803226351738,0.06321379542350769,0.06321380287408829
60,0.07252776622772217,0.07252777367830276,0.06481882184743881,0.06481881439685822
61,0.07260379195213318,0.07260379195213318,0.06278115510940552,0.06278114765882492
62,0.07393679767847061,0.07393680512905121,0.06312431395053864,0.06312431395053864
63,0.06910364329814911,0.0691036507487297,0.062107618898153305,0.062107618898153305
64,0.06829742342233658,0.06829742342233658,0.06149059906601906,0.06149059534072876
65,0.06620612740516663,0.06620615720748901,0.06113814935088158,0.06113814190030098
66,0.06581445038318634,0.06581444293260574,0.06060512363910675,0.06060512363910675
67,0.06554342806339264,0.06554342806339264,0.06027853116393089,0.060278527438640594
68,0.06477150321006775,0.06477150321006775,0.06033891811966896,0.06033891439437866
69,0.06483453512191772,0.06483455002307892,0.0616278313100338,0.0616278275847435
70,0.06551291048526764,0.06551291048526764,0.06206270307302475,0.062062691897153854
71,0.06387027353048325,0.06387025862932205,0.059696052223443985,0.059696048498153687
72,0.062437061220407486,0.06243706867098808,0.06025397777557373,0.06025397405028343
73,0.06196589022874832,0.06196588650345802,0.05941837653517723,0.05941837653517723
74,0.06185375526547432,0.06185377389192581,0.059094395488500595,0.05909438803792
75,0.06124991551041603,0.06124993413686752,0.05905795097351074,0.059057947248220444
76,0.06013023853302002,0.06013024225831032,0.05921067297458649,0.05921067297458649
77,0.0602170005440712,0.060216981917619705,0.059681486338377,0.059681493788957596
78,0.05913297086954117,0.05913297459483147,0.05927584320306778,0.05927583947777748
79,0.058602843433618546,0.05860283970832825,0.05836211517453194,0.05836211517453194
80,0.057862136512994766,0.057862117886543274,0.057703688740730286,0.05770369619131088
81,0.05720651522278786,0.05720651149749756,0.0577370747923851,0.0577370747923851
82,0.05699571594595909,0.0569956935942173,0.057584330439567566,0.057584334164857864
83,0.05650951713323593,0.05650949850678444,0.05737583711743355,0.05737583711743355
84,0.05622836947441101,0.05622836574912071,0.05731017515063286,0.05731017887592316
85,0.05692356452345848,0.05692356452345848,0.05745743587613106,0.05745743215084076
86,0.05644741281867027,0.056447409093379974,0.057894267141819,0.057894267141819
87,0.05696071684360504,0.05696072056889534,0.05740739032626152,0.05740739032626152
88,0.05601681023836136,0.056016821414232254,0.057895079255104065,0.05789508670568466
89,0.05461234599351883,0.054612357169389725,0.05630861222743988,0.05630861222743988
90,0.053754035383462906,0.053754035383462906,0.05713837221264839,0.05713837221264839
91,0.05302168056368828,0.053021665662527084,0.05648209899663925,0.056482087820768356
92,0.0522904247045517,0.0522904247045517,0.055893123149871826,0.055893123149871826
93,0.0522119477391243,0.0522119477391243,0.056035712361335754,0.05603570491075516
94,0.05375027284026146,0.053750280290842056,0.05610545724630356,0.05610545724630356
95,0.05244557932019234,0.05244556814432144,0.056904349476099014,0.05690434202551842
96,0.05186902731657028,0.05186903849244118,0.05682732164859772,0.05682731419801712
97,0.05139893293380737,0.05139891803264618,0.056233882904052734,0.056233879178762436
98,0.05046109855175018,0.05046109855175018,0.056527603417634964,0.056527599692344666
99,0.050069957971572876,0.050069957971572876,0.056520674377679825,0.056520674377679825
