epoch,loss,mse,val_loss,val_mse
0,0.46126657724380493,0.46126675605773926,0.26457515358924866,0.26457512378692627
1,0.3905435800552368,0.39054355025291443,0.2612176537513733,0.2612176835536957
2,0.372191846370697,0.37219172716140747,0.2565513551235199,0.2565513253211975
3,0.35660699009895325,0.356607049703598,0.23917998373508453,0.23917993903160095
4,0.3441418409347534,0.34414178133010864,0.23247861862182617,0.23247866332530975
5,0.33155471086502075,0.331554651260376,0.22342103719711304,0.22342103719711304
6,0.321574330329895,0.3215743601322174,0.22334280610084534,0.22334280610084534
7,0.31290310621261597,0.31290316581726074,0.224927619099617,0.2249276340007782
8,0.30443963408470154,0.3044397532939911,0.2060733288526535,0.2060733288526535
9,0.296686053276062,0.29668593406677246,0.20674532651901245,0.20674532651901245
10,0.29042792320251465,0.29042795300483704,0.20150011777877808,0.20150010287761688
11,0.28455033898353577,0.28455036878585815,0.20124565064907074,0.20124565064907074
12,0.27972525358200073,0.2797252833843231,0.20054040849208832,0.2005404382944107
13,0.2734431326389313,0.2734431326389313,0.19732984900474548,0.19732984900474548
14,0.26926055550575256,0.2692605257034302,0.195236936211586,0.1952369511127472
15,0.26370322704315186,0.26370322704315186,0.19466190040111542,0.1946619153022766
16,0.26022544503211975,0.26022547483444214,0.1951722502708435,0.1951722353696823
17,0.2553074061870575,0.2553073763847351,0.19356848299503326,0.19356848299503326
18,0.2527150511741638,0.2527151107788086,0.19163678586483002,0.19163678586483002
19,0.24843065440654755,0.24843063950538635,0.19288749992847443,0.19288749992847443
20,0.24622391164302826,0.24622389674186707,0.18982070684432983,0.18982072174549103
21,0.24073092639446259,0.2407308965921402,0.18864530324935913,0.18864528834819794
22,0.23840126395225525,0.2384013831615448,0.1878187209367752,0.1878187209367752
23,0.23508170247077942,0.23508168756961823,0.1873905211687088,0.18739053606987
24,0.23121105134487152,0.23121099174022675,0.1863298863172531,0.1863298863172531
25,0.2289881706237793,0.22898812592029572,0.18676725029945374,0.18676725029945374
26,0.22595380246639252,0.2259538322687149,0.18572796881198883,0.18572796881198883
27,0.22407947480678558,0.2240794152021408,0.1855522245168686,0.18555223941802979
28,0.22123487293720245,0.2212347835302353,0.18404732644557953,0.18404735624790192
29,0.2183683216571808,0.21836833655834198,0.18352960050106049,0.18352960050106049
30,0.21491678059101105,0.21491672098636627,0.18300984799861908,0.18300984799861908
31,0.21323618292808533,0.21323609352111816,0.18249745666980743,0.18249745666980743
32,0.21033406257629395,0.21033404767513275,0.18231935799121857,0.18231937289237976
33,0.2083621323108673,0.20836208760738373,0.18161998689174652,0.18161997199058533
34,0.20528267323970795,0.20528262853622437,0.18077902495861053,0.18077903985977173
35,0.20710815489292145,0.20710815489292145,0.1806139498949051,0.1806139349937439
36,0.20095016062259674,0.20095008611679077,0.1792328655719757,0.1792328655719757
37,0.19997760653495789,0.19997763633728027,0.17985667288303375,0.17985670268535614
38,0.1958800107240677,0.1958800107240677,0.17859679460525513,0.17859679460525513
39,0.19430075585842133,0.19430077075958252,0.1797558218240738,0.17975583672523499
40,0.1918085813522339,0.19180861115455627,0.17769961059093475,0.17769959568977356
41,0.1898019015789032,0.18980193138122559,0.17740748822689056,0.17740750312805176
42,0.1893303394317627,0.18933027982711792,0.17666937410831451,0.17666937410831451
43,0.1854594647884369,0.1854594349861145,0.17633011937141418,0.17633013427257538
44,0.18325918912887573,0.18325918912887573,0.17566123604774475,0.17566122114658356
45,0.18162590265274048,0.18162588775157928,0.17579151690006256,0.17579154670238495
46,0.17973855137825012,0.1797385960817337,0.17425411939620972,0.17425410449504852
47,0.17806968092918396,0.17806972563266754,0.17389316856861115,0.17389316856861115
48,0.1763996183872223,0.1763996183872223,0.17356185615062714,0.17356187105178833
49,0.17433783411979675,0.17433787882328033,0.17356476187705994,0.17356476187705994
50,0.1721998006105423,0.17219984531402588,0.1735687106847763,0.1735686957836151
51,0.17110013961791992,0.17110012471675873,0.1728019118309021,0.1728019118309021
52,0.16965018212795258,0.1696501523256302,0.17178991436958313,0.17178991436958313
53,0.16693899035453796,0.16693903505802155,0.17136512696743011,0.1713651418685913
54,0.16494733095169067,0.16494733095169067,0.17196513712406158,0.17196515202522278
55,0.16336914896965027,0.16336911916732788,0.17090654373168945,0.17090654373168945
56,0.1617620885372162,0.161762073636055,0.1707083135843277,0.1707083135843277
57,0.16141049563884735,0.16141051054000854,0.17038390040397644,0.17038388550281525
58,0.1595965325832367,0.15959657728672028,0.16944599151611328,0.16944599151611328
59,0.15745049715042114,0.15745048224925995,0.1696867197751999,0.1696867048740387
60,0.1561008095741272,0.1561008095741272,0.16896380484104156,0.16896378993988037
61,0.15477898716926575,0.15477900207042694,0.1685088723897934,0.1685088574886322
62,0.15249910950660706,0.15249912440776825,0.16802583634853363,0.16802583634853363
63,0.15149769186973572,0.1514977216720581,0.16802476346492767,0.16802476346492767
64,0.14978118240833282,0.1497812271118164,0.16670270264148712,0.16670270264148712
65,0.14846082031726837,0.14846083521842957,0.16709302365779877,0.16709299385547638
66,0.147725909948349,0.147725909948349,0.1664579212665558,0.16645793616771698
67,0.14574716985225677,0.14574716985225677,0.16607694327831268,0.16607695817947388
68,0.14476539194583893,0.14476534724235535,0.16555483639240265,0.16555485129356384
69,0.14288723468780518,0.1428872048854828,0.1652500480413437,0.1652500480413437
70,0.143427774310112,0.143427774310112,0.16494125127792358,0.16494128108024597
