epoch,loss,mse,val_loss,val_mse
0,0.41904976963996887,0.41904985904693604,0.6068390011787415,0.6068389415740967
1,0.3556852638721466,0.35568517446517944,0.5824126601219177,0.5824127197265625
2,0.34210696816444397,0.3421068787574768,0.5678279995918274,0.5678280591964722
3,0.3305895924568176,0.33058962225914,0.5458903312683105,0.5458902716636658
4,0.3195143938064575,0.31951436400413513,0.5241889357566833,0.5241889953613281
5,0.30763116478919983,0.307631254196167,0.5058512091636658,0.505851149559021
6,0.29732194542884827,0.29732194542884827,0.49021607637405396,0.49021610617637634
7,0.2881820499897003,0.2881820499897003,0.47708627581596375,0.4770863354206085
8,0.2819545269012451,0.2819545269012451,0.46770069003105164,0.46770066022872925
9,0.2741677165031433,0.2741677463054657,0.4574222266674042,0.4574221968650818
10,0.2685282230377197,0.2685282826423645,0.45151910185813904,0.45151907205581665
11,0.26251381635665894,0.26251381635665894,0.4440779685974121,0.4440779685974121
12,0.25745105743408203,0.2574511170387268,0.4322996437549591,0.4322996735572815
13,0.25376152992248535,0.25376152992248535,0.4260444641113281,0.4260444939136505
14,0.24953071773052216,0.24953076243400574,0.4246501624584198,0.424650102853775
15,0.24543750286102295,0.24543747305870056,0.41065579652786255,0.41065576672554016
16,0.2412935048341751,0.24129344522953033,0.4060456454753876,0.4060456156730652
17,0.2377123385667801,0.2377122938632965,0.40437230467796326,0.40437230467796326
18,0.23458941280841827,0.23458944261074066,0.3961639702320099,0.3961640000343323
19,0.23139688372612,0.2313968390226364,0.392757773399353,0.392757773399353
20,0.22831907868385315,0.22831903398036957,0.3914676010608673,0.3914676010608673
21,0.2258312851190567,0.22583118081092834,0.4002072215080261,0.40020719170570374
22,0.22356250882148743,0.22356240451335907,0.38302966952323914,0.3830296993255615
23,0.21964678168296814,0.21964681148529053,0.3815377354621887,0.3815377652645111
24,0.21738038957118988,0.21738040447235107,0.38024160265922546,0.38024160265922546
25,0.21491700410842896,0.21491707861423492,0.37636899948120117,0.3763689696788788
26,0.21270079910755157,0.21270078420639038,0.37275582551956177,0.3727557957172394
27,0.21022899448871613,0.21022896468639374,0.38043412566185,0.38043412566185
